year,month,day,Bz_nT,sw_speed_km_s,sw_density_n_cc,Ap
2022,4,11,-2.7,559.0,2.850000000000001,11
2022,4,12,-4.0,507.0,5.1,11
2022,4,13,-4.7,496.0,2.5041666666666664,8
2022,4,14,-9.3,546.0,6.0708333333333355,39
2022,4,15,-7.9,660.0,5.795833333333333,23
2022,4,16,-2.7,675.0,3.595833333333333,7
2022,4,17,-1.1,562.0,4.166666666666667,10
2022,4,18,-2.7,604.0,2.691666666666667,8
2022,4,19,-1.7,537.0,2.5041666666666664,6
2022,4,20,-3.0,446.0,5.982608695652175,8
2022,4,21,-4.7,452.0,9.170833333333333,9
2022,4,22,-2.4,464.0,4.866666666666668,6
2022,4,23,-4.3,480.0,4.1625000000000005,11
2022,4,24,-1.6,493.0,2.5374999999999996,4
2022,4,25,-3.5,456.0,2.6750000000000003,4
2022,4,26,-1.5,407.0,3.495833333333333,2
2022,4,27,-9.8,479.0,6.795833333333334,17
2022,4,28,-5.5,535.0,4.191666666666667,14
2022,4,29,-3.7,524.0,3.1291666666666664,12
2022,4,30,-4.8,507.0,3.666666666666668,15
2022,5,1,-2.9,492.0,2.795833333333334,8
2022,5,2,-2.0,481.0,2.608333333333333,4
2022,5,3,-3.2,438.0,2.9708333333333337,6
2022,5,4,-3.4,394.0,2.945833333333333,5
2022,5,5,-2.1,383.0,2.9375000000000004,3
2022,5,6,-4.1,401.0,1.6125000000000005,3
2022,5,7,-3.8,320.0,1.8125,1
2022,5,8,-3.5,346.0,11.0625,5
2022,5,9,-5.7,320.0,12.137500000000003,6
2022,5,10,-4.0,310.0,7.612499999999998,2
2022,5,11,-9.4,319.0,10.758333333333335,5
2022,5,12,-6.2,351.0,16.704166666666662,8
2022,5,13,-6.8,349.0,7.791666666666665,6
2022,5,14,-3.2,421.0,13.91666666666667,6
2022,5,15,-5.3,601.0,5.562499999999999,10
2022,5,16,-2.1,544.0,4.116666666666668,9
2022,5,17,-2.1,606.0,4.4624999999999995,10
2022,5,18,-1.4,533.0,3.316666666666667,6
2022,5,19,-1.9,532.0,4.691666666666666,8
2022,5,20,-4.2,602.0,2.4291666666666667,11
2022,5,21,-4.2,555.0,2.5708333333333333,10
2022,5,22,-4.9,510.0,2.0333333333333337,10
2022,5,23,-3.1,526.0,1.8624999999999998,4
2022,5,24,-2.3,435.0,2.6916666666666678,3
2022,5,25,-5.3,385.0,5.687499999999999,6
2022,5,26,-0.8,370.0,12.583333333333334,4
2022,5,27,-9.1,465.0,18.425,18
2022,5,28,-5.5,543.0,4.6875,22
2022,5,29,-4.4,637.0,2.025,16
2022,5,30,-2.9,614.0,1.6958333333333335,8
2022,5,31,-3.4,549.0,2.3124999999999996,8
2022,6,1,-2.5,498.0,2.2291666666666665,5
2022,6,2,-3.3,377.0,3.4458333333333333,4
2022,6,3,-3.0,354.0,5.054166666666666,4
2022,6,4,-2.9,307.0,6.237500000000001,3
2022,6,5,-3.9,295.0,10.095833333333331,4
2022,6,6,-6.2,329.0,19.95,9
2022,6,7,-6.5,342.0,9.458333333333334,6
2022,6,8,-6.0,332.0,8.225,4
2022,6,9,-4.9,329.0,11.54166666666667,4
2022,6,10,-4.2,319.0,8.054166666666669,4
2022,6,11,-5.1,373.0,16.883333333333336,7
2022,6,12,-5.2,450.0,6.529166666666665,9
2022,6,13,-4.9,560.0,3.5375,14
2022,6,14,-1.9,489.0,4.0791666666666675,6
2022,6,15,-6.4,617.0,4.2458333333333345,17
2022,6,16,-5.1,591.0,2.4916666666666667,10
2022,6,17,-3.6,648.0,2.3416666666666663,12
2022,6,18,-2.6,636.0,2.0999999999999996,13
2022,6,19,-2.7,637.0,1.8,10
2022,6,20,-5.0,659.0,1.4375000000000002,10
2022,6,21,-2.7,545.0,2.963636363636364,7
2022,6,22,-4.6,498.0,3.3130434782608695,9
2022,6,23,-3.8,501.0,4.145833333333333,10
2022,6,24,-6.3,451.0,3.4833333333333343,6
2022,6,25,-9.7,465.0,3.3249999999999997,15
2022,6,26,-5.0,664.0,2.8333333333333335,22
2022,6,27,-3.4,672.0,1.9083333333333332,10
2022,6,28,-3.3,527.0,3.4666666666666672,7
2022,6,29,-2.7,521.0,3.329166666666667,4
2022,6,30,-1.5,436.0,3.8375,3
2022,7,1,-6.8,356.0,10.012500000000001,6
2022,7,2,-11.8,355.0,10.541666666666666,17
2022,7,3,-1.8,343.0,23.32083333333334,7
2022,7,4,-6.9,468.0,17.82083333333333,19
2022,7,5,-0.7,413.0,6.454166666666668,3
2022,7,6,-3.2,347.0,15.470833333333331,4
2022,7,7,-16.9,404.0,15.079166666666666,19
2022,7,8,-8.9,417.0,11.429166666666667,19
2022,7,9,-4.2,382.0,6.745833333333334,5
2022,7,10,-2.9,388.0,7.408333333333334,5
2022,7,11,-8.7,360.0,9.508333333333335,10
2022,7,12,-7.6,500.0,9.573913043478258,16
2022,7,13,-3.2,503.0,1.9913043478260875,4
2022,7,14,-3.5,463.0,0.5166666666666667,4
2022,7,15,-5.1,557.0,0.41666666666666674,7
2022,7,16,-4.6,520.0,0.4625000000000001,6
2022,7,17,-2.0,432.0,1.3666666666666665,4
2022,7,18,-6.5,469.0,4.625,8
2022,7,19,-10.9,488.0,7.175000000000001,27
2022,7,20,-2.8,443.0,5.2124999999999995,5
2022,7,21,-6.9,451.0,14.933333333333335,20
2022,7,22,-0.8,552.0,5.375,10
2022,7,23,-4.0,649.0,5.075,17
2022,7,24,-2.6,564.0,2.7958333333333325,8
2022,7,25,-2.0,501.0,2.558333333333334,5
2022,7,26,-4.9,452.0,1.4083333333333334,7
2022,7,27,-3.4,457.0,4.933333333333333,8
2022,7,28,-3.3,420.0,6.895833333333333,6
2022,7,29,-1.9,375.0,7.229166666666668,4
2022,7,30,-1.9,360.0,10.845833333333331,6
2022,7,31,-5.9,449.0,13.333333333333334,11
2022,8,1,-1.8,510.0,5.325,7
2022,8,2,-1.8,527.0,5.408333333333334,8
2022,8,3,-2.4,557.0,6.075,7
2022,8,4,-3.0,495.0,4.816666666666666,6
2022,8,5,-5.8,413.0,5.570833333333333,6
2022,8,6,0.7,373.0,10.0625,3
2022,8,7,-10.1,573.0,10.2875,23
2022,8,8,-6.7,616.0,4.054166666666666,26
2022,8,9,-4.6,650.0,2.3375000000000004,19
2022,8,10,-2.7,670.0,1.2750000000000001,12
2022,8,11,-5.5,611.0,3.3125000000000004,17
2022,8,12,-3.2,601.0,1.6083333333333332,6
2022,8,13,-3.3,543.0,2.7249999999999996,8
2022,8,14,-2.5,496.0,2.9874999999999994,5
2022,8,15,-3.6,490.0,2.2458333333333336,5
2022,8,16,-3.0,406.0,4.725,4
2022,8,17,-14.0,524.0,9.558333333333334,32
2022,8,18,-4.7,608.0,6.025000000000002,28
2022,8,19,-5.9,705.0,4.125,20
2022,8,20,-3.8,668.0,4.054166666666667,12
2022,8,21,-4.2,622.0,1.9083333333333334,14
2022,8,22,-2.3,631.0,1.4291666666666665,6
2022,8,23,-1.2,528.0,1.7874999999999999,3
2022,8,24,0.7,438.0,3.545833333333333,2
2022,8,25,-0.8,378.0,2.7125000000000004,3
2022,8,26,-1.3,354.0,5.745833333333333,3
2022,8,27,-6.4,431.0,14.700000000000003,11
2022,8,28,-1.9,472.0,6.833333333333335,7
2022,8,29,-4.8,530.0,9.012500000000001,12
2022,8,30,-4.1,614.0,4.408333333333332,12
2022,8,31,-4.6,574.0,3.9791666666666665,13
2022,9,1,-2.5,583.0,3.7958333333333325,8
2022,9,2,-3.6,461.0,6.9375,8
2022,9,3,-6.1,575.0,9.436363636363637,22
2022,9,4,-7.1,717.0,5.216666666666667,62
2022,9,5,-5.2,688.0,3.7875,36
2022,9,6,-2.6,643.0,2.091666666666667,19
2022,9,7,-4.8,611.0,1.8875000000000002,13
2022,9,8,-4.8,541.0,2.3041666666666667,19
2022,9,9,-5.5,517.0,2.9166666666666665,12
2022,9,10,-5.8,483.0,4.087499999999999,12
2022,9,11,-3.5,470.0,3.820833333333334,8
2022,9,12,-2.7,427.0,6.854166666666667,7
2022,9,13,-1.7,345.0,4.5,2
2022,9,14,-5.5,342.0,30.7625,8
2022,9,15,4.3,331.0,9.929166666666665,6
2022,9,16,-1.2,358.0,10.445833333333331,4
2022,9,17,-3.9,361.0,8.245833333333335,4
2022,9,18,-1.3,517.0,8.608333333333336,10
2022,9,19,-4.3,520.0,4.279166666666666,11
2022,9,20,-3.8,497.0,4.020833333333333,7
2022,9,21,-2.7,487.0,2.7999999999999994,4
2022,9,22,-1.9,444.0,6.6173913043478265,5
2022,9,23,-6.5,435.0,7.654166666666668,11
2022,9,24,-5.0,441.0,3.7458333333333336,12
2022,9,25,-4.1,384.0,5.033333333333334,5
2022,9,26,-5.4,364.0,15.237499999999997,4
2022,9,27,-11.0,657.0,18.633333333333336,22
2022,9,28,-0.8,614.0,0.8791666666666664,3
2022,9,29,-1.8,538.0,3.6875,6
2022,9,30,-7.1,590.0,1.9500000000000004,13
2022,10,1,-1.7,463.0,1.3541666666666663,2
2022,10,2,-7.5,556.0,1.6916666666666664,12
2022,10,3,-8.0,543.0,3.125,24
2022,10,4,-5.4,600.0,3.545833333333334,17
2022,10,5,-5.3,530.0,3.0666666666666664,13
2022,10,6,-4.8,519.0,3.9250000000000007,16
2022,10,7,-4.6,539.0,2.9541666666666657,14
2022,10,8,-3.5,526.0,2.3208333333333333,11
2022,10,9,-4.0,647.0,3.0749999999999997,23
2022,10,10,-3.2,644.0,2.0791666666666666,9
2022,10,11,-2.0,451.0,1.9125000000000003,6
2022,10,12,-3.6,385.0,4.095833333333334,4
2022,10,13,-3.5,339.0,3.795833333333334,4
2022,10,14,-11.2,436.0,12.579166666666666,16
2022,10,15,-3.0,548.0,6.7875000000000005,16
2022,10,16,-3.3,623.0,2.6291666666666664,15
2022,10,17,-1.9,622.0,1.5374999999999999,4
2022,10,18,-1.7,558.0,2.3541666666666665,5
2022,10,19,-2.0,465.0,2.5708333333333333,4
2022,10,20,-3.3,452.0,4.7956521739130435,6
2022,10,21,-2.9,416.0,10.241666666666667,4
2022,10,22,-10.2,388.0,15.258333333333333,24
2022,10,23,-3.9,547.0,6.858333333333332,15
2022,10,24,-0.9,558.0,3.3333333333333335,6
2022,10,25,-2.4,461.0,3.908333333333333,3
2022,10,26,-3.3,376.0,9.424999999999999,4
2022,10,27,-5.0,449.0,9.120833333333335,9
2022,10,28,-6.5,548.0,7.487500000000001,15
2022,10,29,-6.6,562.0,3.983333333333333,25
2022,10,30,-2.6,555.0,2.9999999999999996,10
2022,10,31,-3.7,490.0,3.6624999999999996,11
2022,11,1,-3.6,464.0,3.9333333333333322,7
2022,11,2,-6.7,505.0,3.7166666666666672,13
2022,11,3,-8.2,633.0,2.329166666666666,26
2022,11,4,-2.9,634.0,1.6208333333333336,14
2022,11,5,-3.9,506.0,2.0749999999999997,9
2022,11,6,-1.5,434.0,2.9250000000000003,3
2022,11,7,-9.9,406.0,12.758333333333335,19
2022,11,8,-8.0,393.0,3.9041666666666663,11
2022,11,9,-3.7,360.0,3.530769230769231,5
2022,11,10,0.6,346.0,6.108333333333333,0
2022,11,11,-5.7,412.0,13.345833333333333,7
2022,11,12,-2.7,481.0,5.254166666666666,4
2022,11,13,-3.2,466.0,2.2958333333333334,6
2022,11,14,-2.7,467.0,2.8000000000000003,3
2022,11,15,-1.9,430.0,3.950000000000001,2
2022,11,16,-3.9,359.0,5.679166666666667,2
2022,11,17,-1.9,376.0,5.283333333333334,1
2022,11,18,-6.9,344.0,11.9,6
2022,11,19,-0.3,374.0,9.5125,4
2022,11,20,-7.2,416.0,11.479166666666666,5
2022,11,21,-3.3,450.0,9.945833333333333,9
2022,11,22,-1.2,394.0,7.133333333333333,2
2022,11,23,-2.0,328.0,17.204166666666666,2
2022,11,24,-2.9,375.0,21.624999999999996,5
2022,11,25,-8.9,546.0,5.841666666666666,18
2022,11,26,-2.8,621.0,4.291666666666665,15
2022,11,27,-5.1,545.0,4.829166666666667,13
2022,11,28,-6.2,650.0,3.8749999999999987,22
2022,11,29,-4.8,682.0,2.4125000000000005,20
2022,11,30,-5.4,699.0,3.004166666666667,24
2022,12,1,-4.5,829.0,1.7173913043478255,24
2022,12,2,-3.5,800.0,1.3458333333333332,15
2022,12,3,-2.6,635.0,2.7874999999999996,10
2022,12,4,-6.0,518.0,3.9541666666666675,16
2022,12,5,-4.6,504.0,2.4875000000000003,6
2022,12,6,-2.9,414.0,4.145833333333333,3
2022,12,7,-12.7,469.0,16.775,16
2022,12,8,-4.6,588.0,6.6125,9
2022,12,9,-5.5,554.0,3.2750000000000004,10
2022,12,10,-6.2,478.0,3.191666666666667,8
2022,12,11,-4.1,468.0,3.1611111111111114,9
2022,12,12,-2.5,451.0,2.375,5
2022,12,13,-2.6,430.0,3.983333333333334,3
2022,12,14,-6.2,361.0,7.004166666666666,4
2022,12,15,-6.1,350.0,6.820833333333333,5
2022,12,16,-4.1,326.0,7.787500000000001,4
2022,12,17,-3.4,314.0,7.2375,2
2022,12,18,-7.1,316.0,10.0625,3
2022,12,19,-12.0,344.0,12.441666666666663,9
2022,12,20,-6.9,367.0,7.137500000000002,5
2022,12,21,-10.4,426.0,7.570833333333332,8
2022,12,22,-7.7,485.0,6.408333333333335,10
2022,12,23,-8.1,603.0,4.7749999999999995,21
2022,12,24,-5.2,726.0,1.7875000000000003,22
2022,12,25,-4.3,723.0,0.3083333333333334,8
2022,12,26,-10.1,635.0,2.1791666666666667,23
2022,12,27,-7.7,533.0,1.9291666666666665,24
2022,12,28,-3.0,520.0,1.804166666666667,4
2022,12,29,-7.4,490.0,5.745833333333334,10
2022,12,30,-6.9,578.0,6.9375,29
2022,12,31,-4.1,612.0,3.254166666666666,15
2023,1,1,-2.9,603.0,2.6333333333333333,14
2023,1,2,-3.0,507.0,3.4708333333333337,7
2023,1,3,-4.4,426.0,5.366666666666667,6
2023,1,4,-10.9,433.0,10.3125,19
2023,1,5,-8.5,388.0,11.083333333333334,8
2023,1,6,-1.4,453.0,3.2125,3
2023,1,7,-2.4,451.0,4.233333333333333,6
2023,1,8,-4.9,409.0,5.033333333333334,7
2023,1,9,-3.6,351.0,6.116666666666667,4
2023,1,10,-5.1,388.0,9.654166666666667,6
2023,1,11,-4.3,410.0,7.9958333333333345,7
2023,1,12,-3.8,426.0,8.170833333333336,9
2023,1,13,-9.2,496.0,6.066666666666667,11
2023,1,14,-8.2,540.0,2.6916666666666664,9
2023,1,15,-8.3,486.0,5.2250000000000005,28
2023,1,16,-2.4,521.0,9.766666666666667,14
2023,1,17,-6.5,452.0,6.449999999999999,5
2023,1,18,-4.3,445.0,6.879166666666667,14
2023,1,19,-6.2,423.0,3.179166666666666,6
2023,1,20,-4.8,444.0,3.569565217391305,5
2023,1,21,-6.5,503.0,5.334782608695652,15
2023,1,22,-5.0,445.0,3.4916666666666667,8
2023,1,23,-6.7,516.0,2.7541666666666664,6
2023,1,24,-1.9,446.0,2.7374999999999994,4
2023,1,25,-5.4,431.0,3.3041666666666667,6
2023,1,26,-3.9,551.0,6.7,10
2023,1,27,-3.8,574.0,2.3249999999999997,8
2023,1,28,-3.2,552.0,3.295833333333334,10
2023,1,29,-2.0,499.0,4.3083333333333345,4
2023,1,30,-1.5,475.0,7.699999999999998,4
2023,1,31,-5.0,484.0,4.279166666666666,8
2023,2,1,-6.1,430.0,7.729166666666668,5
2023,2,2,-5.1,413.0,4.208333333333334,4
2023,2,3,-7.5,357.0,8.76923076923077,7
2023,2,4,-5.4,382.0,5.7,5
2023,2,5,-2.7,358.0,11.65625,4
2023,2,6,-6.8,476.0,10.104166666666666,16
2023,2,7,-6.8,556.0,3.6,18
2023,2,8,-3.8,611.0,4.158333333333333,17
2023,2,9,-5.9,588.0,2.7750000000000004,18
2023,2,10,-5.1,526.0,3.429166666666666,15
2023,2,11,-3.8,515.0,3.8041666666666667,8
2023,2,12,-2.9,488.0,1.8125000000000002,7
2023,2,13,-2.6,404.0,7.0874999999999995,4
2023,2,14,-5.7,395.0,8.2125,6
2023,2,15,-11.4,354.0,17.97083333333333,27
2023,2,16,-12.7,506.0,10.662499999999998,23
2023,2,17,-1.0,528.0,2.229166666666666,6
2023,2,18,-1.8,431.0,4.062500000000001,6
2023,2,19,-4.2,398.0,6.008333333333333,6
2023,2,20,-1.5,459.0,8.1,7
2023,2,21,-10.5,415.0,7.287499999999998,14
2023,2,22,-2.2,470.0,5.295833333333333,6
2023,2,23,-3.7,661.0,4.4624999999999995,20
2023,2,24,-1.1,596.0,5.317391304347825,4
2023,2,25,-7.6,430.0,4.9,10
2023,2,26,-7.8,639.0,12.80952380952381,24
2023,2,27,-12.9,846.0,6.166666666666668,91
2023,2,28,-3.2,714.0,1.7958333333333334,26
2023,3,1,0.8,695.0,3.579166666666667,7
2023,3,2,-5.6,546.0,4.316666666666666,8
2023,3,3,-4.0,671.0,2.9583333333333335,20
2023,3,4,-1.9,733.0,1.6874999999999993,16
2023,3,5,-4.7,683.0,2.883333333333333,21
2023,3,6,-2.3,657.0,2.0958333333333337,15
2023,3,7,-2.7,679.0,1.9041666666666668,9
2023,3,8,-4.0,469.0,3.0875,7
2023,3,9,-7.7,431.0,6.137499999999999,14
2023,3,10,-6.2,405.0,4.916666666666667,9
2023,3,11,-4.9,370.0,5.220833333333332,6
2023,3,12,-6.1,389.0,9.854166666666664,7
2023,3,13,0.1,371.0,9.7875,2
2023,3,14,-5.1,425.0,15.483333333333333,18
2023,3,15,-9.3,556.0,12.108333333333334,30
2023,3,16,-0.5,559.0,3.2791666666666663,6
2023,3,17,-4.1,439.0,3.0750000000000006,5
2023,3,18,-4.9,432.0,4.116666666666666,8
2023,3,19,-3.8,422.0,4.616666666666666,9
2023,3,20,-5.8,428.0,4.545833333333333,11
2023,3,21,-1.7,505.0,5.137500000000001,6
2023,3,22,-3.3,549.0,3.9333333333333336,15
2023,3,23,-16.1,504.0,9.541666666666668,55
2023,3,24,-15.7,463.0,10.875,73
2023,3,25,-2.7,586.0,2.783333333333333,14
2023,3,26,-2.3,606.0,0.5083333333333335,7
2023,3,27,-4.4,544.0,0.3217391304347826,3
2023,3,28,-3.2,431.0,0.6416666666666667,4
2023,3,29,-3.7,420.0,1.5583333333333336,5
2023,3,30,-4.2,555.0,5.6375,18
2023,3,31,-5.9,631.0,2.7624999999999997,19
2023,4,1,-3.2,577.0,3.3333333333333335,14
2023,4,2,-4.0,567.0,2.1625000000000005,14
2023,4,3,-3.6,516.0,2.8708333333333336,12
2023,4,4,-3.4,516.0,4.6208333333333345,13
2023,4,5,-2.9,504.0,3.974999999999999,11
2023,4,6,-4.8,397.0,6.304166666666666,7
2023,4,7,-4.3,396.0,4.0791666666666675,8
2023,4,8,-3.9,377.0,4.754166666666666,5
2023,4,9,-4.6,355.0,4.624999999999998,6
2023,4,10,-6.5,536.0,10.391666666666667,12
2023,4,11,-2.2,450.0,7.341666666666666,4
2023,4,12,-1.9,375.0,7.595833333333334,3
2023,4,13,-3.1,396.0,6.2625,5
2023,4,14,-3.9,380.0,8.120833333333334,5
2023,4,15,-4.2,355.0,8.779166666666667,7
2023,4,16,-2.9,349.0,6.570833333333333,4
2023,4,17,-4.4,365.0,8.500000000000002,4
2023,4,18,-0.7,616.0,6.066666666666666,13
2023,4,19,-7.2,593.0,3.5958333333333337,10
2023,4,20,1.7,434.0,4.683333333333333,4
2023,4,21,-6.0,398.0,5.454166666666667,9
2023,4,22,-3.6,373.0,3.6666666666666674,6
2023,4,23,-21.0,711.0,7.895833333333333,65
2023,4,24,-32.4,641.0,2.8791666666666664,72
2023,4,25,-2.9,545.0,2.1125000000000003,8
2023,4,26,-2.5,659.0,3.670833333333333,14
2023,4,27,-4.3,658.0,2.7499999999999996,21
2023,4,28,-4.2,696.0,2.4125000000000005,18
2023,4,29,-4.6,657.0,1.7666666666666666,20
2023,4,30,-2.3,611.0,2.329166666666666,9
2023,5,1,-4.4,538.0,2.7249999999999996,9
2023,5,2,-3.3,547.0,1.4124999999999999,8
2023,5,3,-2.4,475.0,2.1190476190476186,3
2023,5,4,-2.3,439.0,4.995833333333334,5
2023,5,5,-3.3,390.0,4.3708333333333345,3
2023,5,6,-13.0,542.0,10.2875,29
2023,5,7,-2.0,505.0,10.875000000000002,10
2023,5,8,-6.1,545.0,6.6166666666666645,15
2023,5,9,-2.8,541.0,4.941666666666669,12
2023,5,10,-3.6,668.0,6.741666666666667,24
2023,5,11,-1.5,614.0,2.5125000000000006,8
2023,5,12,-3.7,563.0,6.258333333333333,18
2023,5,13,-3.8,497.0,4.695833333333333,11
2023,5,14,-3.9,498.0,3.4958333333333336,8
2023,5,15,-2.1,491.0,4.05,5
2023,5,16,-2.1,487.0,3.6750000000000003,7
2023,5,17,-0.9,435.0,3.023076923076923,3
2023,5,18,-1.7,375.0,2.3875,2
2023,5,19,-9.6,371.0,10.191666666666666,8
2023,5,20,-14.2,586.0,7.279166666666666,32
2023,5,21,-8.9,554.0,4.945833333333334,26
2023,5,22,-5.3,620.0,4.979166666666666,20
2023,5,23,-3.8,606.0,3.3791666666666664,12
2023,5,24,-3.4,581.0,2.741666666666667,10
2023,5,25,-4.1,626.0,1.7333333333333334,11
2023,5,26,-3.4,521.0,1.2249999999999999,5
2023,5,27,-3.7,468.0,0.6791666666666667,4
2023,5,28,-4.8,476.0,2.0666666666666664,9
2023,5,29,-2.7,416.0,2.5833333333333335,3
2023,5,30,-2.9,388.0,4.1083333333333325,4
2023,5,31,-6.6,387.0,7.45,9
2023,6,1,-5.9,473.0,4.866666666666668,12
2023,6,2,-3.4,428.0,4.562499999999999,4
2023,6,3,-1.2,357.0,6.908333333333334,3
2023,6,4,-6.1,352.0,13.766666666666666,9
2023,6,5,-1.3,424.0,5.6499999999999995,4
2023,6,6,-6.3,392.0,6.516666666666668,5
2023,6,7,-3.2,353.0,4.466666666666667,3
2023,6,8,-4.3,365.0,7.391666666666667,4
2023,6,9,-3.9,327.0,9.666666666666666,3
2023,6,10,-2.4,321.0,14.591666666666663,4
2023,6,11,-4.3,431.0,11.729166666666664,8
2023,6,12,-1.6,459.0,4.616666666666667,6
2023,6,13,-2.8,468.0,3.4916666666666667,5
2023,6,14,-1.4,359.0,3.5666666666666664,4
2023,6,15,-10.6,637.0,10.995833333333332,26
2023,6,16,-6.0,682.0,3.3875000000000006,32
2023,6,17,-3.4,607.0,1.8583333333333332,7
2023,6,18,-5.4,497.0,3.724999999999999,9
2023,6,19,-4.0,447.0,5.379166666666666,11
2023,6,20,-4.8,465.0,3.9041666666666672,8
2023,6,21,-5.4,454.0,3.933333333333333,6
2023,6,22,-5.5,428.0,4.2625,9
2023,6,23,-5.1,428.0,5.829166666666667,8
2023,6,24,-9.0,499.0,2.904166666666667,16
2023,6,25,-9.2,576.0,3.5666666666666664,16
2023,6,26,-3.3,600.0,1.8416666666666666,10
2023,6,27,-3.4,527.0,2.579166666666667,7
2023,6,28,-2.8,464.0,3.3708333333333336,7
2023,6,29,-5.5,499.0,3.933333333333333,16
2023,6,30,-3.1,577.0,2.183333333333334,6
2023,7,1,-0.8,496.0,1.9833333333333334,4
2023,7,2,-2.4,441.0,3.3125,4
2023,7,3,-2.0,400.0,4.375000000000001,4
2023,7,4,-1.9,382.0,4.325,3
2023,7,5,-3.2,417.0,10.370833333333334,6
2023,7,6,-7.0,480.0,7.670833333333334,10
2023,7,7,-7.6,501.0,6.166666666666667,18
2023,7,8,-4.0,466.0,5.883333333333333,6
2023,7,9,-1.7,388.0,4.45,3
2023,7,10,-2.7,357.0,4.645833333333335,4
2023,7,11,-5.1,345.0,8.441666666666665,6
2023,7,12,-5.7,338.0,7.966666666666666,6
2023,7,13,-1.2,341.0,15.058333333333335,7
2023,7,14,-8.9,429.0,15.241666666666662,20
2023,7,15,-5.2,426.0,3.0500000000000003,7
2023,7,16,-10.6,455.0,1.125,8
2023,7,17,-8.3,582.0,2.3249999999999997,21
2023,7,18,-3.7,544.0,3.866666666666667,14
2023,7,19,-1.2,448.0,2.2130434782608694,4
2023,7,20,-6.1,423.0,6.545833333333332,10
2023,7,21,-9.3,419.0,10.820833333333333,11
2023,7,22,-3.3,415.0,4.066666666666666,8
2023,7,23,-5.6,396.0,2.9416666666666664,6
2023,7,24,-3.6,417.0,3.041666666666666,6
2023,7,25,-6.0,491.0,4.258333333333334,9
2023,7,26,-8.1,574.0,4.200000000000001,19
2023,7,27,-2.0,519.0,5.244999999999999,6
2023,7,28,-4.1,410.0,4.4541666666666675,5
2023,7,29,-4.6,370.0,3.822222222222223,8
2023,7,30,-4.7,522.0,1.5125000000000002,8
2023,7,31,-4.9,441.0,2.025,5
2023,8,1,-3.4,396.0,10.35,8
2023,8,2,-8.6,400.0,10.645833333333334,12
2023,8,3,-4.0,369.0,7.758333333333333,5
2023,8,4,-9.7,390.0,7.470833333333332,13
2023,8,5,-15.1,432.0,7.4375,33
2023,8,6,-1.5,381.0,1.8958333333333333,2
2023,8,7,-6.8,620.0,1.6541666666666666,10
2023,8,8,-4.3,584.0,1.9375,7
2023,8,9,-3.3,451.0,7.3791666666666655,6
2023,8,10,-3.8,507.0,4.754166666666667,6
2023,8,11,-0.8,490.0,3.9666666666666672,4
2023,8,12,-2.6,455.0,2.8208333333333333,6
2023,8,13,-2.4,401.0,3.1125000000000003,4
2023,8,14,-2.8,362.0,7.374999999999997,4
2023,8,15,-4.1,322.0,11.033333333333337,3
2023,8,16,-7.7,319.0,12.504166666666668,7
2023,8,17,-4.3,336.0,12.954166666666666,6
2023,8,18,-5.9,502.0,8.645833333333334,10
2023,8,19,-5.7,527.0,3.0500000000000003,7
2023,8,20,-4.7,642.0,2.1875000000000004,8
2023,8,21,-1.7,633.0,1.8708333333333336,8
2023,8,22,-2.8,533.0,2.4,7
2023,8,23,-0.1,431.0,3.6458333333333335,3
2023,8,24,-4.3,488.0,4.108333333333333,7
2023,8,25,-2.4,475.0,1.7750000000000001,4
2023,8,26,-4.3,397.0,3.9124999999999996,6
2023,8,27,-4.7,396.0,4.620833333333334,10
2023,8,28,-4.5,346.0,7.487500000000001,6
2023,8,29,-5.2,364.0,7.570833333333334,4
2023,8,30,-5.0,333.0,7.662499999999999,5
2023,8,31,-0.7,406.0,9.216666666666667,5
2023,9,1,-5.7,567.0,6.1000000000000005,12
2023,9,2,-7.7,716.0,5.029166666666668,37
2023,9,3,-3.6,539.0,10.687500000000002,23
2023,9,4,-3.4,431.0,4.475000000000002,6
2023,9,5,-3.8,435.0,5.879166666666666,9
2023,9,6,-4.3,434.0,5.929166666666667,6
2023,9,7,-3.3,410.0,5.3500000000000005,5
2023,9,8,-4.0,366.0,6.216666666666666,5
2023,9,9,-2.9,380.0,8.258333333333335,8
2023,9,10,-0.3,349.0,6.012499999999999,2
2023,9,11,-2.4,394.0,7.979166666666669,5
2023,9,12,-16.3,434.0,16.779166666666665,23
2023,9,13,-8.7,429.0,7.6375,16
2023,9,14,-5.5,513.0,8.029166666666667,17
2023,9,15,-3.6,468.0,3.5375,6
2023,9,16,-4.6,449.0,3.741666666666667,6
2023,9,17,-3.6,487.0,7.666666666666668,14
2023,9,18,-10.4,561.0,6.22608695652174,30
2023,9,19,-9.3,643.0,4.1125,47
2023,9,20,-3.1,578.0,6.562499999999999,15
2023,9,21,-3.2,427.0,4.8,8
2023,9,22,-3.9,395.0,5.1625000000000005,8
2023,9,23,-4.3,393.0,4.945833333333334,8
2023,9,24,-12.3,457.0,11.75,21
2023,9,25,-6.9,483.0,12.779166666666667,23
2023,9,26,-11.2,521.0,3.7375000000000003,28
2023,9,27,-2.4,492.0,7.837499999999999,14
2023,9,28,-4.3,463.0,1.7958333333333332,5
2023,9,29,-6.9,462.0,3.9166666666666665,11
2023,9,30,-5.2,432.0,3.370833333333334,8
2023,10,1,-4.0,401.0,4.391666666666667,8
